date,j,flow_taf
9/30/1949,SR_RLL_CMB,0
10/31/1949,SR_RLL_CMB,0.2
11/30/1949,SR_RLL_CMB,1.5
12/31/1949,SR_RLL_CMB,2.6
1/31/1950,SR_RLL_CMB,33.5
2/28/1950,SR_RLL_CMB,47.2
3/31/1950,SR_RLL_CMB,31
4/30/1950,SR_RLL_CMB,27.9
5/31/1950,SR_RLL_CMB,8.8
6/30/1950,SR_RLL_CMB,2.8
7/31/1950,SR_RLL_CMB,2.3
8/31/1950,SR_RLL_CMB,0
9/30/1950,SR_RLL_CMB,0
10/31/1950,SR_RLL_CMB,2.1
11/30/1950,SR_RLL_CMB,80.2
12/31/1950,SR_RLL_CMB,106.9
1/31/1951,SR_RLL_CMB,82
2/28/1951,SR_RLL_CMB,43.3
3/31/1951,SR_RLL_CMB,33.6
4/30/1951,SR_RLL_CMB,9.6
5/31/1951,SR_RLL_CMB,12.6
6/30/1951,SR_RLL_CMB,2.8
7/31/1951,SR_RLL_CMB,0.9
8/31/1951,SR_RLL_CMB,0.7
9/30/1951,SR_RLL_CMB,0
10/31/1951,SR_RLL_CMB,0.7
11/30/1951,SR_RLL_CMB,10.7
12/31/1951,SR_RLL_CMB,37.8
1/31/1952,SR_RLL_CMB,92
2/29/1952,SR_RLL_CMB,89.8
3/31/1952,SR_RLL_CMB,75.2
4/30/1952,SR_RLL_CMB,43.6
5/31/1952,SR_RLL_CMB,20.6
6/30/1952,SR_RLL_CMB,3.4
7/31/1952,SR_RLL_CMB,3.4
8/31/1952,SR_RLL_CMB,2.2
9/30/1952,SR_RLL_CMB,2.1
10/31/1952,SR_RLL_CMB,0
11/30/1952,SR_RLL_CMB,0.7
12/31/1952,SR_RLL_CMB,11.7
1/31/1953,SR_RLL_CMB,64.8
2/28/1953,SR_RLL_CMB,6.1
3/31/1953,SR_RLL_CMB,22.7
4/30/1953,SR_RLL_CMB,24.2
5/31/1953,SR_RLL_CMB,17.2
6/30/1953,SR_RLL_CMB,6.4
7/31/1953,SR_RLL_CMB,1.2
8/31/1953,SR_RLL_CMB,1.1
9/30/1953,SR_RLL_CMB,0.7
10/31/1953,SR_RLL_CMB,0.1
11/30/1953,SR_RLL_CMB,3.3
12/31/1953,SR_RLL_CMB,7
1/31/1954,SR_RLL_CMB,26.3
2/28/1954,SR_RLL_CMB,32.9
3/31/1954,SR_RLL_CMB,44.2
4/30/1954,SR_RLL_CMB,21.1
5/31/1954,SR_RLL_CMB,7.3
6/30/1954,SR_RLL_CMB,3.8
7/31/1954,SR_RLL_CMB,2.6
8/31/1954,SR_RLL_CMB,0.4
9/30/1954,SR_RLL_CMB,0.1
10/31/1954,SR_RLL_CMB,1.7
11/30/1954,SR_RLL_CMB,2.5
12/31/1954,SR_RLL_CMB,15.6
1/31/1955,SR_RLL_CMB,23.3
2/28/1955,SR_RLL_CMB,9.6
3/31/1955,SR_RLL_CMB,10.1
4/30/1955,SR_RLL_CMB,13.8
5/31/1955,SR_RLL_CMB,10.4
6/30/1955,SR_RLL_CMB,2.6
7/31/1955,SR_RLL_CMB,1
8/31/1955,SR_RLL_CMB,0
9/30/1955,SR_RLL_CMB,0
10/31/1955,SR_RLL_CMB,0
11/30/1955,SR_RLL_CMB,0.7
12/31/1955,SR_RLL_CMB,153.6
1/31/1956,SR_RLL_CMB,114
2/29/1956,SR_RLL_CMB,44
3/31/1956,SR_RLL_CMB,23.4
4/30/1956,SR_RLL_CMB,9.6
5/31/1956,SR_RLL_CMB,16.1
6/30/1956,SR_RLL_CMB,4.3
7/31/1956,SR_RLL_CMB,2.3
8/31/1956,SR_RLL_CMB,0.4
9/30/1956,SR_RLL_CMB,1.5
10/31/1956,SR_RLL_CMB,1.5
11/30/1956,SR_RLL_CMB,1.8
12/31/1956,SR_RLL_CMB,4.2
1/31/1957,SR_RLL_CMB,6.5
2/28/1957,SR_RLL_CMB,29.2
3/31/1957,SR_RLL_CMB,35.2
4/30/1957,SR_RLL_CMB,15.2
5/31/1957,SR_RLL_CMB,27.6
6/30/1957,SR_RLL_CMB,5.5
7/31/1957,SR_RLL_CMB,2.8
8/31/1957,SR_RLL_CMB,0.1
9/30/1957,SR_RLL_CMB,0
10/31/1957,SR_RLL_CMB,3.2
11/30/1957,SR_RLL_CMB,2.6
12/31/1957,SR_RLL_CMB,10.2
1/31/1958,SR_RLL_CMB,26.1
2/28/1958,SR_RLL_CMB,84.1
3/31/1958,SR_RLL_CMB,73.1
4/30/1958,SR_RLL_CMB,92.8
5/31/1958,SR_RLL_CMB,17.3
6/30/1958,SR_RLL_CMB,7.4
7/31/1958,SR_RLL_CMB,1.9
8/31/1958,SR_RLL_CMB,0.2
9/30/1958,SR_RLL_CMB,0
10/31/1958,SR_RLL_CMB,0.6
11/30/1958,SR_RLL_CMB,1.2
12/31/1958,SR_RLL_CMB,0
1/31/1959,SR_RLL_CMB,14.3
2/28/1959,SR_RLL_CMB,32.1
3/31/1959,SR_RLL_CMB,9.9
4/30/1959,SR_RLL_CMB,3.8
5/31/1959,SR_RLL_CMB,2
6/30/1959,SR_RLL_CMB,0.3
7/31/1959,SR_RLL_CMB,0
8/31/1959,SR_RLL_CMB,0
9/30/1959,SR_RLL_CMB,0
10/31/1959,SR_RLL_CMB,0
11/30/1959,SR_RLL_CMB,0.1
12/31/1959,SR_RLL_CMB,0.3
1/31/1960,SR_RLL_CMB,8.7
2/29/1960,SR_RLL_CMB,49.5
3/31/1960,SR_RLL_CMB,24
4/30/1960,SR_RLL_CMB,9.1
5/31/1960,SR_RLL_CMB,5.3
6/30/1960,SR_RLL_CMB,1.8
7/31/1960,SR_RLL_CMB,1.4
8/31/1960,SR_RLL_CMB,1
9/30/1960,SR_RLL_CMB,0.3
10/31/1960,SR_RLL_CMB,0
11/30/1960,SR_RLL_CMB,2
12/31/1960,SR_RLL_CMB,3.2
1/31/1961,SR_RLL_CMB,3.1
2/28/1961,SR_RLL_CMB,11.9
3/31/1961,SR_RLL_CMB,11.7
4/30/1961,SR_RLL_CMB,8.2
5/31/1961,SR_RLL_CMB,5.8
6/30/1961,SR_RLL_CMB,3
7/31/1961,SR_RLL_CMB,2.1
8/31/1961,SR_RLL_CMB,1
9/30/1961,SR_RLL_CMB,1
10/31/1961,SR_RLL_CMB,0
11/30/1961,SR_RLL_CMB,0.1
12/31/1961,SR_RLL_CMB,4.2
1/31/1962,SR_RLL_CMB,8.4
2/28/1962,SR_RLL_CMB,66.9
3/31/1962,SR_RLL_CMB,25.3
4/30/1962,SR_RLL_CMB,14.6
5/31/1962,SR_RLL_CMB,6
6/30/1962,SR_RLL_CMB,1.1
7/31/1962,SR_RLL_CMB,2.7
8/31/1962,SR_RLL_CMB,0.7
9/30/1962,SR_RLL_CMB,0.1
10/31/1962,SR_RLL_CMB,53.7
11/30/1962,SR_RLL_CMB,5
12/31/1962,SR_RLL_CMB,24.2
1/31/1963,SR_RLL_CMB,20.8
2/28/1963,SR_RLL_CMB,58.6
3/31/1963,SR_RLL_CMB,25.6
4/30/1963,SR_RLL_CMB,58.4
5/31/1963,SR_RLL_CMB,17.7
6/30/1963,SR_RLL_CMB,7.1
7/31/1963,SR_RLL_CMB,3
8/31/1963,SR_RLL_CMB,1.2
9/30/1963,SR_RLL_CMB,1.3
10/31/1963,SR_RLL_CMB,1.5
11/30/1963,SR_RLL_CMB,14.9
12/31/1963,SR_RLL_CMB,10.8
1/31/1964,SR_RLL_CMB,29.4
2/29/1964,SR_RLL_CMB,9
3/31/1964,SR_RLL_CMB,10
4/30/1964,SR_RLL_CMB,9.7
5/31/1964,SR_RLL_CMB,12.1
6/30/1964,SR_RLL_CMB,0.9
7/31/1964,SR_RLL_CMB,1.9
8/31/1964,SR_RLL_CMB,1.3
9/30/1964,SR_RLL_CMB,0
10/31/1964,SR_RLL_CMB,1.1
11/30/1964,SR_RLL_CMB,7
12/31/1964,SR_RLL_CMB,138.2
1/31/1965,SR_RLL_CMB,109.3
2/28/1965,SR_RLL_CMB,15.2
3/31/1965,SR_RLL_CMB,14
4/30/1965,SR_RLL_CMB,44.3
5/31/1965,SR_RLL_CMB,10.2
6/30/1965,SR_RLL_CMB,7.4
7/31/1965,SR_RLL_CMB,5.8
8/31/1965,SR_RLL_CMB,3.4
9/30/1965,SR_RLL_CMB,2
10/31/1965,SR_RLL_CMB,0
11/30/1965,SR_RLL_CMB,8.2
12/31/1965,SR_RLL_CMB,17.4
1/31/1966,SR_RLL_CMB,26.7
2/28/1966,SR_RLL_CMB,18.3
3/31/1966,SR_RLL_CMB,17.6
4/30/1966,SR_RLL_CMB,12.1
5/31/1966,SR_RLL_CMB,8.1
6/30/1966,SR_RLL_CMB,2.9
7/31/1966,SR_RLL_CMB,1.4
8/31/1966,SR_RLL_CMB,0
9/30/1966,SR_RLL_CMB,1.5
10/31/1966,SR_RLL_CMB,2.2
11/30/1966,SR_RLL_CMB,19.4
12/31/1966,SR_RLL_CMB,41.2
1/31/1967,SR_RLL_CMB,74.7
2/28/1967,SR_RLL_CMB,24
3/31/1967,SR_RLL_CMB,50.5
4/30/1967,SR_RLL_CMB,58.9
5/31/1967,SR_RLL_CMB,29.6
6/30/1967,SR_RLL_CMB,12.3
7/31/1967,SR_RLL_CMB,6
8/31/1967,SR_RLL_CMB,4.5
9/30/1967,SR_RLL_CMB,2.3
10/31/1967,SR_RLL_CMB,3.4
11/30/1967,SR_RLL_CMB,0.5
12/31/1967,SR_RLL_CMB,6.6
1/31/1968,SR_RLL_CMB,18.5
2/29/1968,SR_RLL_CMB,46.3
3/31/1968,SR_RLL_CMB,20.1
4/30/1968,SR_RLL_CMB,7.2
5/31/1968,SR_RLL_CMB,4.2
6/30/1968,SR_RLL_CMB,1.3
7/31/1968,SR_RLL_CMB,0.1
8/31/1968,SR_RLL_CMB,0
9/30/1968,SR_RLL_CMB,2.6
10/31/1968,SR_RLL_CMB,1.9
11/30/1968,SR_RLL_CMB,5
12/31/1968,SR_RLL_CMB,25
1/31/1969,SR_RLL_CMB,161.8
2/28/1969,SR_RLL_CMB,88.6
3/31/1969,SR_RLL_CMB,45
4/30/1969,SR_RLL_CMB,29.2
5/31/1969,SR_RLL_CMB,14.9
6/30/1969,SR_RLL_CMB,9.3
7/31/1969,SR_RLL_CMB,5.6
8/31/1969,SR_RLL_CMB,0.8
9/30/1969,SR_RLL_CMB,0.8
10/31/1969,SR_RLL_CMB,3.6
11/30/1969,SR_RLL_CMB,2.8
12/31/1969,SR_RLL_CMB,35.7
1/31/1970,SR_RLL_CMB,130.7
2/28/1970,SR_RLL_CMB,32.9
3/31/1970,SR_RLL_CMB,28.8
4/30/1970,SR_RLL_CMB,9.6
5/31/1970,SR_RLL_CMB,8.1
6/30/1970,SR_RLL_CMB,4.6
7/31/1970,SR_RLL_CMB,2.2
8/31/1970,SR_RLL_CMB,0
9/30/1970,SR_RLL_CMB,2.6
10/31/1970,SR_RLL_CMB,0.2
11/30/1970,SR_RLL_CMB,25.8
12/31/1970,SR_RLL_CMB,87.2
1/31/1971,SR_RLL_CMB,34.1
2/28/1971,SR_RLL_CMB,15.6
3/31/1971,SR_RLL_CMB,42.4
4/30/1971,SR_RLL_CMB,20.2
5/31/1971,SR_RLL_CMB,12.5
6/30/1971,SR_RLL_CMB,9.9
7/31/1971,SR_RLL_CMB,8.2
8/31/1971,SR_RLL_CMB,2.3
9/30/1971,SR_RLL_CMB,2.9
10/31/1971,SR_RLL_CMB,1.7
11/30/1971,SR_RLL_CMB,1.4
12/31/1971,SR_RLL_CMB,20
1/31/1972,SR_RLL_CMB,11.6
2/29/1972,SR_RLL_CMB,25.9
3/31/1972,SR_RLL_CMB,16.2
4/30/1972,SR_RLL_CMB,13.9
5/31/1972,SR_RLL_CMB,8.4
6/30/1972,SR_RLL_CMB,6
7/31/1972,SR_RLL_CMB,2.2
8/31/1972,SR_RLL_CMB,0
9/30/1972,SR_RLL_CMB,0
10/31/1972,SR_RLL_CMB,0
11/30/1972,SR_RLL_CMB,17.6
12/31/1972,SR_RLL_CMB,22.8
1/31/1973,SR_RLL_CMB,96.9
2/28/1973,SR_RLL_CMB,74.5
3/31/1973,SR_RLL_CMB,54.5
4/30/1973,SR_RLL_CMB,21.2
5/31/1973,SR_RLL_CMB,11.1
6/30/1973,SR_RLL_CMB,6.7
7/31/1973,SR_RLL_CMB,3.4
8/31/1973,SR_RLL_CMB,2.8
9/30/1973,SR_RLL_CMB,0.5
10/31/1973,SR_RLL_CMB,1.9
11/30/1973,SR_RLL_CMB,45.1
12/31/1973,SR_RLL_CMB,59.4
1/31/1974,SR_RLL_CMB,79.8
2/28/1974,SR_RLL_CMB,27.4
3/31/1974,SR_RLL_CMB,93.1
4/30/1974,SR_RLL_CMB,53
5/31/1974,SR_RLL_CMB,15.9
6/30/1974,SR_RLL_CMB,14.6
7/31/1974,SR_RLL_CMB,11.2
8/31/1974,SR_RLL_CMB,6
9/30/1974,SR_RLL_CMB,0.8
10/31/1974,SR_RLL_CMB,0
11/30/1974,SR_RLL_CMB,0.5
12/31/1974,SR_RLL_CMB,2.9
1/31/1975,SR_RLL_CMB,10.4
2/28/1975,SR_RLL_CMB,55.6
3/31/1975,SR_RLL_CMB,54.4
4/30/1975,SR_RLL_CMB,28.2
5/31/1975,SR_RLL_CMB,15.5
6/30/1975,SR_RLL_CMB,4.6
7/31/1975,SR_RLL_CMB,1.7
8/31/1975,SR_RLL_CMB,1.2
9/30/1975,SR_RLL_CMB,0.2
10/31/1975,SR_RLL_CMB,0.3
11/30/1975,SR_RLL_CMB,6.1
12/31/1975,SR_RLL_CMB,2.5
1/31/1976,SR_RLL_CMB,1.4
2/29/1976,SR_RLL_CMB,3.3
3/31/1976,SR_RLL_CMB,3.8
4/30/1976,SR_RLL_CMB,2.3
5/31/1976,SR_RLL_CMB,0
6/30/1976,SR_RLL_CMB,0
7/31/1976,SR_RLL_CMB,0
8/31/1976,SR_RLL_CMB,0
9/30/1976,SR_RLL_CMB,0
10/31/1976,SR_RLL_CMB,0.1
11/30/1976,SR_RLL_CMB,0
12/31/1976,SR_RLL_CMB,0
1/31/1977,SR_RLL_CMB,3.6
2/28/1977,SR_RLL_CMB,1
3/31/1977,SR_RLL_CMB,1.1
4/30/1977,SR_RLL_CMB,0
5/31/1977,SR_RLL_CMB,1
6/30/1977,SR_RLL_CMB,2.3
7/31/1977,SR_RLL_CMB,0.7
8/31/1977,SR_RLL_CMB,0
9/30/1977,SR_RLL_CMB,0.1
10/31/1977,SR_RLL_CMB,1.2
11/30/1977,SR_RLL_CMB,0
12/31/1977,SR_RLL_CMB,18.4
1/31/1978,SR_RLL_CMB,106.8
2/28/1978,SR_RLL_CMB,38.1
3/31/1978,SR_RLL_CMB,53.9
4/30/1978,SR_RLL_CMB,34
5/31/1978,SR_RLL_CMB,15.9
6/30/1978,SR_RLL_CMB,10.8
7/31/1978,SR_RLL_CMB,7.5
8/31/1978,SR_RLL_CMB,4.2
9/30/1978,SR_RLL_CMB,1.8
10/31/1978,SR_RLL_CMB,0.8
11/30/1978,SR_RLL_CMB,1.7
12/31/1978,SR_RLL_CMB,2.1
1/31/1979,SR_RLL_CMB,31.3
2/28/1979,SR_RLL_CMB,46.9
3/31/1979,SR_RLL_CMB,40.6
4/30/1979,SR_RLL_CMB,16.4
5/31/1979,SR_RLL_CMB,16.8
6/30/1979,SR_RLL_CMB,4.5
7/31/1979,SR_RLL_CMB,1.2
8/31/1979,SR_RLL_CMB,4.6
9/30/1979,SR_RLL_CMB,0
10/31/1979,SR_RLL_CMB,1.7
11/30/1979,SR_RLL_CMB,5.4
12/31/1979,SR_RLL_CMB,22
1/31/1980,SR_RLL_CMB,102.4
2/29/1980,SR_RLL_CMB,103.9
3/31/1980,SR_RLL_CMB,42.2
4/30/1980,SR_RLL_CMB,18.5
5/31/1980,SR_RLL_CMB,14.4
6/30/1980,SR_RLL_CMB,11.2
7/31/1980,SR_RLL_CMB,6.9
8/31/1980,SR_RLL_CMB,2.3
9/30/1980,SR_RLL_CMB,0.2
10/31/1980,SR_RLL_CMB,2.8
11/30/1980,SR_RLL_CMB,0.4
12/31/1980,SR_RLL_CMB,3.8
1/31/1981,SR_RLL_CMB,13.8
2/28/1981,SR_RLL_CMB,8.6
3/31/1981,SR_RLL_CMB,26.4
4/30/1981,SR_RLL_CMB,6.8
5/31/1981,SR_RLL_CMB,2.5
6/30/1981,SR_RLL_CMB,0.4
7/31/1981,SR_RLL_CMB,0
8/31/1981,SR_RLL_CMB,0
9/30/1981,SR_RLL_CMB,0
10/31/1981,SR_RLL_CMB,0
11/30/1981,SR_RLL_CMB,42
12/31/1981,SR_RLL_CMB,94.3
1/31/1982,SR_RLL_CMB,73.3
2/28/1982,SR_RLL_CMB,74.2
3/31/1982,SR_RLL_CMB,69.2
4/30/1982,SR_RLL_CMB,124.5
5/31/1982,SR_RLL_CMB,20.8
6/30/1982,SR_RLL_CMB,11.2
7/31/1982,SR_RLL_CMB,7.8
8/31/1982,SR_RLL_CMB,2.4
9/30/1982,SR_RLL_CMB,0.6
10/31/1982,SR_RLL_CMB,6.4
11/30/1982,SR_RLL_CMB,35.7
12/31/1982,SR_RLL_CMB,64.3
1/31/1983,SR_RLL_CMB,45.5
2/28/1983,SR_RLL_CMB,101.6
3/31/1983,SR_RLL_CMB,146.2
4/30/1983,SR_RLL_CMB,49.3
5/31/1983,SR_RLL_CMB,34.7
6/30/1983,SR_RLL_CMB,13.2
7/31/1983,SR_RLL_CMB,11.6
8/31/1983,SR_RLL_CMB,5
9/30/1983,SR_RLL_CMB,1.4
10/31/1983,SR_RLL_CMB,1.3
11/30/1983,SR_RLL_CMB,43.1
12/31/1983,SR_RLL_CMB,93.4
1/31/1984,SR_RLL_CMB,28.1
2/29/1984,SR_RLL_CMB,31.9
3/31/1984,SR_RLL_CMB,27
4/30/1984,SR_RLL_CMB,17.2
5/31/1984,SR_RLL_CMB,12.5
6/30/1984,SR_RLL_CMB,8.9
7/31/1984,SR_RLL_CMB,6.7
8/31/1984,SR_RLL_CMB,2.1
9/30/1984,SR_RLL_CMB,5
10/31/1984,SR_RLL_CMB,2.4
11/30/1984,SR_RLL_CMB,15.9
12/31/1984,SR_RLL_CMB,9.5
1/31/1985,SR_RLL_CMB,7.5
2/28/1985,SR_RLL_CMB,21
3/31/1985,SR_RLL_CMB,26
4/30/1985,SR_RLL_CMB,14.1
5/31/1985,SR_RLL_CMB,6.3
6/30/1985,SR_RLL_CMB,3.5
7/31/1985,SR_RLL_CMB,3.2
8/31/1985,SR_RLL_CMB,0.3
9/30/1985,SR_RLL_CMB,2
10/31/1985,SR_RLL_CMB,0.1
11/30/1985,SR_RLL_CMB,7.7
12/31/1985,SR_RLL_CMB,17.7
1/31/1986,SR_RLL_CMB,28.7
2/28/1986,SR_RLL_CMB,218.9
3/31/1986,SR_RLL_CMB,95.2
4/30/1986,SR_RLL_CMB,13.1
5/31/1986,SR_RLL_CMB,10.4
6/30/1986,SR_RLL_CMB,1.3
7/31/1986,SR_RLL_CMB,4.1
8/31/1986,SR_RLL_CMB,0.4
9/30/1986,SR_RLL_CMB,0
10/31/1986,SR_RLL_CMB,0.4
11/30/1986,SR_RLL_CMB,0
12/31/1986,SR_RLL_CMB,3.1
1/31/1987,SR_RLL_CMB,3.7
2/28/1987,SR_RLL_CMB,17.5
3/31/1987,SR_RLL_CMB,23.2
4/30/1987,SR_RLL_CMB,3.9
5/31/1987,SR_RLL_CMB,2.1
6/30/1987,SR_RLL_CMB,1.8
7/31/1987,SR_RLL_CMB,1
8/31/1987,SR_RLL_CMB,0
9/30/1987,SR_RLL_CMB,0.2
10/31/1987,SR_RLL_CMB,0.1
11/30/1987,SR_RLL_CMB,0.2
12/31/1987,SR_RLL_CMB,11.7
1/31/1988,SR_RLL_CMB,31.3
2/29/1988,SR_RLL_CMB,4.4
3/31/1988,SR_RLL_CMB,5.9
4/30/1988,SR_RLL_CMB,6.2
5/31/1988,SR_RLL_CMB,3.3
6/30/1988,SR_RLL_CMB,1.8
7/31/1988,SR_RLL_CMB,0
8/31/1988,SR_RLL_CMB,0
9/30/1988,SR_RLL_CMB,0
10/31/1988,SR_RLL_CMB,0
11/30/1988,SR_RLL_CMB,9.5
12/31/1988,SR_RLL_CMB,14.5
1/31/1989,SR_RLL_CMB,19.2
2/28/1989,SR_RLL_CMB,11
3/31/1989,SR_RLL_CMB,93.3
4/30/1989,SR_RLL_CMB,20.3
5/31/1989,SR_RLL_CMB,12.3
6/30/1989,SR_RLL_CMB,5.1
7/31/1989,SR_RLL_CMB,5.3
8/31/1989,SR_RLL_CMB,0
9/30/1989,SR_RLL_CMB,2.5
10/31/1989,SR_RLL_CMB,1.5
11/30/1989,SR_RLL_CMB,5.7
12/31/1989,SR_RLL_CMB,4.8
1/31/1990,SR_RLL_CMB,19.8
2/28/1990,SR_RLL_CMB,19.4
3/31/1990,SR_RLL_CMB,16.5
4/30/1990,SR_RLL_CMB,5.1
5/31/1990,SR_RLL_CMB,2.2
6/30/1990,SR_RLL_CMB,8.5
7/31/1990,SR_RLL_CMB,1.6
8/31/1990,SR_RLL_CMB,0
9/30/1990,SR_RLL_CMB,0
10/31/1990,SR_RLL_CMB,0
11/30/1990,SR_RLL_CMB,0
12/31/1990,SR_RLL_CMB,1.1
1/31/1991,SR_RLL_CMB,0.6
2/28/1991,SR_RLL_CMB,1.7
3/31/1991,SR_RLL_CMB,59.2
4/30/1991,SR_RLL_CMB,13
5/31/1991,SR_RLL_CMB,9.7
6/30/1991,SR_RLL_CMB,8.1
7/31/1991,SR_RLL_CMB,4.3
8/31/1991,SR_RLL_CMB,1.8
9/30/1991,SR_RLL_CMB,0.1
10/31/1991,SR_RLL_CMB,0
11/30/1991,SR_RLL_CMB,1.5
12/31/1991,SR_RLL_CMB,1.9
1/31/1992,SR_RLL_CMB,4
2/29/1992,SR_RLL_CMB,44.9
3/31/1992,SR_RLL_CMB,17.6
4/30/1992,SR_RLL_CMB,6
5/31/1992,SR_RLL_CMB,1.8
6/30/1992,SR_RLL_CMB,0
7/31/1992,SR_RLL_CMB,1.1
8/31/1992,SR_RLL_CMB,0
9/30/1992,SR_RLL_CMB,0.5
10/31/1992,SR_RLL_CMB,0
11/30/1992,SR_RLL_CMB,0.2
12/31/1992,SR_RLL_CMB,17.1
1/31/1993,SR_RLL_CMB,98.3
2/28/1993,SR_RLL_CMB,53.5
3/31/1993,SR_RLL_CMB,39.8
4/30/1993,SR_RLL_CMB,21.8
5/31/1993,SR_RLL_CMB,7
6/30/1993,SR_RLL_CMB,7.5
7/31/1993,SR_RLL_CMB,2.1
8/31/1993,SR_RLL_CMB,1.6
9/30/1993,SR_RLL_CMB,0.2
10/31/1993,SR_RLL_CMB,0
11/30/1993,SR_RLL_CMB,2.1
12/31/1993,SR_RLL_CMB,10.1
1/31/1994,SR_RLL_CMB,2.5
2/28/1994,SR_RLL_CMB,17
3/31/1994,SR_RLL_CMB,8.6
4/30/1994,SR_RLL_CMB,2.6
5/31/1994,SR_RLL_CMB,4.9
6/30/1994,SR_RLL_CMB,0.2
7/31/1994,SR_RLL_CMB,0
8/31/1994,SR_RLL_CMB,0
9/30/1994,SR_RLL_CMB,0
10/31/1994,SR_RLL_CMB,0.7
11/30/1994,SR_RLL_CMB,5
12/31/1994,SR_RLL_CMB,38.7
1/31/1995,SR_RLL_CMB,141.1
2/28/1995,SR_RLL_CMB,17.3
3/31/1995,SR_RLL_CMB,147.6
4/30/1995,SR_RLL_CMB,36.3
5/31/1995,SR_RLL_CMB,32.7
6/30/1995,SR_RLL_CMB,12.9
7/31/1995,SR_RLL_CMB,12.1
8/31/1995,SR_RLL_CMB,4
9/30/1995,SR_RLL_CMB,6.8
10/31/1995,SR_RLL_CMB,0
11/30/1995,SR_RLL_CMB,13
12/31/1995,SR_RLL_CMB,13.1
1/31/1996,SR_RLL_CMB,44.4
2/29/1996,SR_RLL_CMB,75.3
3/31/1996,SR_RLL_CMB,42
4/30/1996,SR_RLL_CMB,30.3
5/31/1996,SR_RLL_CMB,25.1
6/30/1996,SR_RLL_CMB,14.7
7/31/1996,SR_RLL_CMB,8.2
8/31/1996,SR_RLL_CMB,3.6
9/30/1996,SR_RLL_CMB,0.7
10/31/1996,SR_RLL_CMB,0.3
11/30/1996,SR_RLL_CMB,9
12/31/1996,SR_RLL_CMB,120.5
1/31/1997,SR_RLL_CMB,182.8
2/28/1997,SR_RLL_CMB,16.7
3/31/1997,SR_RLL_CMB,8.8
4/30/1997,SR_RLL_CMB,4.6
5/31/1997,SR_RLL_CMB,8.5
6/30/1997,SR_RLL_CMB,5
7/31/1997,SR_RLL_CMB,0.5
8/31/1997,SR_RLL_CMB,0
9/30/1997,SR_RLL_CMB,0.9
10/31/1997,SR_RLL_CMB,0.2
11/30/1997,SR_RLL_CMB,0
12/31/1997,SR_RLL_CMB,28.2
1/31/1998,SR_RLL_CMB,88.3
2/28/1998,SR_RLL_CMB,138.8
3/31/1998,SR_RLL_CMB,36.3
4/30/1998,SR_RLL_CMB,40.9
5/31/1998,SR_RLL_CMB,29.9
6/30/1998,SR_RLL_CMB,15.5
7/31/1998,SR_RLL_CMB,5.5
8/31/1998,SR_RLL_CMB,1.8
9/30/1998,SR_RLL_CMB,0.8
10/31/1998,SR_RLL_CMB,3.3
11/30/1998,SR_RLL_CMB,4.1
12/31/1998,SR_RLL_CMB,21
1/31/1999,SR_RLL_CMB,48.5
2/28/1999,SR_RLL_CMB,104.1
3/31/1999,SR_RLL_CMB,42.3
4/30/1999,SR_RLL_CMB,24.6
5/31/1999,SR_RLL_CMB,12.8
6/30/1999,SR_RLL_CMB,5.9
7/31/1999,SR_RLL_CMB,0.6
8/31/1999,SR_RLL_CMB,0.8
9/30/1999,SR_RLL_CMB,0.3
10/31/1999,SR_RLL_CMB,0
11/30/1999,SR_RLL_CMB,1.6
12/31/1999,SR_RLL_CMB,2.3
1/31/2000,SR_RLL_CMB,36
2/29/2000,SR_RLL_CMB,111.8
3/31/2000,SR_RLL_CMB,48.9
4/30/2000,SR_RLL_CMB,12.9
5/31/2000,SR_RLL_CMB,10.4
6/30/2000,SR_RLL_CMB,5.4
7/31/2000,SR_RLL_CMB,0.1
8/31/2000,SR_RLL_CMB,0.7
9/30/2000,SR_RLL_CMB,0.6
10/31/2000,SR_RLL_CMB,2.5
11/30/2000,SR_RLL_CMB,2.1
12/31/2000,SR_RLL_CMB,0.2
1/31/2001,SR_RLL_CMB,0
2/28/2001,SR_RLL_CMB,2.4
3/31/2001,SR_RLL_CMB,0.7
4/30/2001,SR_RLL_CMB,0
5/31/2001,SR_RLL_CMB,0
6/30/2001,SR_RLL_CMB,0
7/31/2001,SR_RLL_CMB,0
8/31/2001,SR_RLL_CMB,0
9/30/2001,SR_RLL_CMB,0.1
10/31/2001,SR_RLL_CMB,1.7
11/30/2001,SR_RLL_CMB,3.9
12/31/2001,SR_RLL_CMB,26.6
1/31/2002,SR_RLL_CMB,31.9
2/28/2002,SR_RLL_CMB,21.5
3/31/2002,SR_RLL_CMB,36
4/30/2002,SR_RLL_CMB,23.4
5/31/2002,SR_RLL_CMB,20.4
6/30/2002,SR_RLL_CMB,29.5
7/31/2002,SR_RLL_CMB,36
8/31/2002,SR_RLL_CMB,11.7
9/30/2002,SR_RLL_CMB,6.1
10/31/2002,SR_RLL_CMB,0
11/30/2002,SR_RLL_CMB,0
12/31/2002,SR_RLL_CMB,19.6
1/31/2003,SR_RLL_CMB,13.2
2/28/2003,SR_RLL_CMB,7.2
3/31/2003,SR_RLL_CMB,12.3
4/30/2003,SR_RLL_CMB,18.5
5/31/2003,SR_RLL_CMB,14.9
6/30/2003,SR_RLL_CMB,3.8
7/31/2003,SR_RLL_CMB,2.5
8/31/2003,SR_RLL_CMB,0
